course_id,course_title,url,level,subject,FrameWork,Language
16646,Web Programming with Python,https://www.udemy.com/web-programming-with-python/,All Levels,Python,Python,-
678142,PHP Login and Registration System - Email Confirm Activation,https://www.udemy.com/php-mysql-login-and-registration-system-with-email-confirm-activation/,All Levels,Backend,PHP,-
948440,PSD to Responsive HTML5: Beginner to Advanced,https://www.udemy.com/psd-to-html5-beginner-to-advanced/,All Levels,Web / FrontEnd,-,HTML
1027342,Rapid Website Design with Bootstrap,https://www.udemy.com/responsive-website-design/,Beginner Level,Web / FrontEnd,Bootstrap,-
1009452,Build Enterprise Applications with Angular 2 (and Angular 4),https://www.udemy.com/angular2-advanced/,Intermediate Level,Web / FrontEnd,Angular,-
1247828,Angular 4 (2+) Crash Course for Beginners,https://www.udemy.com/angular-crash-course-for-beginners/,Beginner Level,Web / FrontEnd,Angular,-
886300,Accelerated JavaScript Training,https://www.udemy.com/javascript-bootcamp-2016/,All Levels,Web / FrontEnd,-,javascript
1009254,"Beginner API development in Node, Express, ES6, & MongoDB",https://www.udemy.com/api-development/,Beginner Level,Web / FrontEnd,React,-
1078522,React JS and Redux - Mastering Web Apps,https://www.udemy.com/react-js-and-redux-mastering-web-apps/,All Levels,Web / FrontEnd,React,-
520116,The Complete WordPress Website Business Course,https://www.udemy.com/the-complete-wordpress-website-business-course/,All Levels,WordPress,WordPress,-
1252318,The Complete HTML and CSS Course For Beginners,https://www.udemy.com/the-complete-html-and-css-course-for-beginners/,All Levels,Web / FrontEnd,-,HTML
427530,Learn  Bootstrap Development By Building 10 Projects,https://www.udemy.com/learn-bootstrap-development-by-building-10-projects/,All Levels,Web / FrontEnd,Bootstrap,-
670034,Advanced Javascript,https://www.udemy.com/top-javascript-interview-questions-and-answers/,Intermediate Level,Web / FrontEnd,-,javascript
575880,The Complete Wordpress Course - Build Your Own Website Today,https://www.udemy.com/wordpresscourse/,All Levels,WordPress,WordPress,-
669270,JQuery Essentials core training for Dynamic Interactive web,https://www.udemy.com/jquery-essentials-core-training-for-dynamic-interactive-web/,All Levels,JavaScript Library,jQuery,-
1103954,Node.js: The Essentials + API Frameworks Express KOA Sails,https://www.udemy.com/nodejs-up-and-running/,Beginner Level,Backend,Nodejs,-
1017568,The Complete PHP Bootcamp Course With Video Sharing Project,https://www.udemy.com/php-bootcamp/,Beginner Level,Backend,PHP,-
1111844,Build a Single Page Application with jQuery & AJAX,https://www.udemy.com/jquery-ajax/,Intermediate Level,JavaScript Library,jQuery,-
736940,Practical CSS Website Development: Crash Course ,https://www.udemy.com/css-website-development-crash-course/,All Levels,Web / FrontEnd,-,HTML/CSS
1073793,Start Writing JavaScript Today - Beginner JavaScript Course,https://www.udemy.com/start-writing-javascript-today/,Beginner Level,Web / FrontEnd,-,javascript
176432,HTML5 Essentials for Beginners,https://www.udemy.com/html5-essentials-for-beginners/,Intermediate Level,Web / FrontEnd,-,HTML
73080,Step-by-step HTML and CSS for Absolute Beginners,https://www.udemy.com/step-by-step-html-and-css-for-absolute-beginners/,Beginner Level,Web / FrontEnd,-,HTML
1256136,Angular 4 Development Decoded,https://www.udemy.com/marutiangular4/,Intermediate Level,Web / FrontEnd,Angular,-
1124970,Javascript ES6! A Complete Reference Guide to Javascript ES6,https://www.udemy.com/javascript-es6-a-complete-reference-guide-to-javascript-es6/,Intermediate Level,Web / FrontEnd,-,javascript
771198,Reactive JS:  Are you ready for the next big paradigm shift?,https://www.udemy.com/reactive-js-getting-ready-for-the-next-big-paradigm-shift/,Intermediate Level,Web / FrontEnd,React,-
391546,Learn Python and Django: Payment Processing,https://www.udemy.com/learn-django-code-accept-payments-with-stripe/,All Levels,Backend,Django ,-
629088,Code your first Website using HTML & CSS: Project Learning,https://www.udemy.com/code-your-first-website-using-html-css-project-learning/,Beginner Level,Web / FrontEnd,-,HTML
1006894,"React.js: Building Production Ready Apps, Start to Finish",https://www.udemy.com/reactjs-building-production-ready-apps-start-to-finish/,All Levels,Web / FrontEnd,React,-
579338,Learn Object Oriented Programming PHP fundamentals bootcamp,https://www.udemy.com/learn-object-oriented-programming-php-fundamentals-bootcamp/,All Levels,Backend,PHP,-
945320,Javascript Intermediate level 2 - Mastering Functions,https://www.udemy.com/javascript-intermediate-mastering-functions/,All Levels,Web / FrontEnd,-,javascript
64605,1 Hour CSS,https://www.udemy.com/1-hour-css/,Beginner Level,Web / FrontEnd,-,CSS
897146,"Become a Full Stack Developer with Spring, AWS and Stripe",https://www.udemy.com/become-a-full-stack-developer-with-spring-aws-and-stripe/,Intermediate Level,Java,Spring,-
989452,Complete JQuery And JQuery UI Course For Beginner,https://www.udemy.com/complete-jquery-and-jquery-ui-course-for-beginner/,Intermediate Level,JavaScript Library,jQuery,-
917724,Learn JavaScript for Web Development,https://www.udemy.com/javascript-learn-javascript-essentials-and-build-project/,Intermediate Level,Web / FrontEnd,-,javascript
970874,"Complete AJAX Using Bootstrap, PHP From Basic To Advanced.",https://www.udemy.com/complete-ajax-using-bootstrap-php-from-basic-to-advanced/,All Levels,Web / FrontEnd,Bootstrap,-
911474,Complete Wordpress Theme Development Course,https://www.udemy.com/complete-wordpress-theme-development-course/,All Levels,WordPress,WordPress,-
425910,How to Optimise Your WordPress Website's Speed & Security to Improve SEO & User Experience,https://www.udemy.com/how-to-make-your-wordpress-site-blazing-fast/,All Levels,WordPress,WordPress,-
842058,Build A Web App With Spring Framework and Angular 2,https://www.udemy.com/build-a-web-app-with-spring-boot-and-angular-2/,All Levels,Web / FrontEnd,Angular,-
937134,Javascript Intermediate level 3 - JSON,https://www.udemy.com/javascript-intermediate-json-course/,All Levels,Web / FrontEnd,-,javascript
752658,PHP: Ultimate guide to PHP for everyone,https://www.udemy.com/basic-php/,Beginner Level,Backend,PHP,-
560990,JavaScript DOM Dynamic Web interactive content Boot Camp,https://www.udemy.com/javascript-dom-dynamic-web-interactive-content-boot-camp/,All Levels,Web / FrontEnd,-,javascript
1260288,"Master JavaScript Programming, 3 Projects Included !!",https://www.udemy.com/master-javascript-programming-extended-course/,All Levels,Web / FrontEnd,-,javascript
918870,HTML CSS Learn to create a website from scratch,https://www.udemy.com/html-css-learn-to-create-a-website-from-scratch/,Beginner Level,Web / FrontEnd,-,HTML
283014,HTML 5: How I made websites in HTML5,https://www.udemy.com/html5-certification/,All Levels,Web / FrontEnd,-,HTML
787236,"Build Responsive Website Using HTML5, CSS3, JS And Bootstrap",https://www.udemy.com/build-responsive-website-using-html5-css3-js-and-bootstrap/,All Levels,Web / FrontEnd,Bootstrap,-
1134390,Complete React JS web developer with ES6 - Build 10 projects,https://www.udemy.com/complete-react-js-course/,Beginner Level,Web / FrontEnd,React,-
883000,Complete WordPress Theme Developer Course With Bootstrap,https://www.udemy.com/the-complete-wordpress-theme-developer-course/,All Levels,Web / FrontEnd,Bootstrap,-
938560,The Complete Ethical Hacking Course 2.0: Python & Kali Linux,https://www.udemy.com/penetration-testing-ethical-hacking-course-python-kali-linux/,All Levels,Python,Python,-
991290,Dynamic JavaScript Master Class AJAX JSON Simple APIs,https://www.udemy.com/ajax-course/,Intermediate Level,Web / FrontEnd,-,javascript
1045942,Angular NgRx Store Masterclass - Covers Angular 4,https://www.udemy.com/angular-ngrx-course/,Intermediate Level,Web / FrontEnd,Angular,-
860812,JavaScript the Basics - JavaScript for Beginners,https://www.udemy.com/javascript-the-basics-for-beginners/,Beginner Level,Web / FrontEnd,-,javascript
1070976,"Complete E-Commerce Course - Java,Spring,Hibernate and MySQL",https://www.udemy.com/complete-e-commerce-course-javaspringhibernate-and-mysql/,All Levels,Data Analysis,SQL,-
939962,"Learn SVG Animation - With HTML, CSS & Javascript",https://www.udemy.com/learn-svg-animation/,All Levels,Web / FrontEnd,-,javascript
874960,"Build a Responsive Website with HTML5, CSS3 and Bootstrap 4",https://www.udemy.com/build-a-responsive-website-with-html5-css3-and-bootstrap-4/,All Levels,Web / FrontEnd,Bootstrap,-
28295,Learn Web Designing & HTML5/CSS3 Essentials in 4-Hours,https://www.udemy.com/build-beautiful-html5-website/,All Levels,Web / FrontEnd,-,HTML
24334,CSS Development (with CSS3!),https://www.udemy.com/css-development-with-css3/,All Levels,Web / FrontEnd,-,CSS
997814,Angular 2 & TypeScript Beginner Web Development,https://www.udemy.com/angular2/,Beginner Level,Web / FrontEnd,Angular,-
641868,The Docker for DevOps course: From development to production,https://www.udemy.com/the-docker-for-devops-course-from-development-to-production/,All Levels,Desktop,Docker,-
1042110,"Beginner Full Stack Web Development: HTML, CSS, React & Node",https://www.udemy.com/ultimate-web/,Beginner Level,Web / FrontEnd,React,-
883002,Learn Angular 2 Development By Building 12 Apps,https://www.udemy.com/learn-angular-2-development-by-building-10-apps/,Intermediate Level,Web / FrontEnd,Angular,-
1218130,React VR - Creating Virtual Reality Apps,https://www.udemy.com/react-vr/,All Levels,Web / FrontEnd,React,-
1123098,RxJs & Reactive Programming Angular Masterclass - Angular 4,https://www.udemy.com/rxjs-reactive-angular-course/,All Levels,Web / FrontEnd,React,-
47963,"Coding for Entrepreneurs: Learn Python, Django, and More.",https://www.udemy.com/coding-for-entrepreneurs/,All Levels,Backend,Django ,-
671552,React and Flux Web Development for Beginners,https://www.udemy.com/react-flux/,Beginner Level,Web / FrontEnd,React,-
481002,Learn Nodejs by building 12 projects,https://www.udemy.com/learn-nodejs-by-building-10-projects/,All Levels,Backend,Nodejs,-
357726,Spring Framework 4 And Dependency Injection For Beginners,https://www.udemy.com/spring-framework-video-tutorial/,Beginner Level,Java,Spring,-
555122,jQuery in Action: Build 8 jQuery Projects,https://www.udemy.com/jquery-web-development-made-easy/,All Levels,JavaScript Library,jQuery,-
708674,Master WordPress Plugins: Shortcodes Ultimate - The Basics,https://www.udemy.com/master-popular-wordpress-plugin-shortcodes-ultimate/,All Levels,WordPress,WordPress,-
1127048,ASP.NET C# - Enterprise Web Systems From Novice to Expert,https://www.udemy.com/aspnet-c-enterprise-web-systems-from-novice-to-expert/,All Levels,Backend,.NET,C#
651032,Wordpress - Create an Outstanding Website in 2 hours,https://www.udemy.com/wordpress-business-website/,Beginner Level,WordPress,WordPress,-
98066,Complete Website & CMS in PHP & MySQL From Scratch!,https://www.udemy.com/cms-admin-panel-in-php-mysql/,All Levels,Data Analysis,SQL,-
910838,The Complete Web Development Tutorial Using React and Redux,https://www.udemy.com/the-complete-web-development-tutorial-using-react-and-redux/,Intermediate Level,Web / FrontEnd,React,-
50587,HTML & CSS From Scratch in 30 Days,https://www.udemy.com/html5-css3-responsive/,Beginner Level,Web / FrontEnd,-,HTML/CSS
959200,JavaScript For Absolute Beginners - Level One,https://www.udemy.com/javascript-for-absolute-beginners-level-one/,All Levels,Web / FrontEnd,-,javascript
842728,Getting Started with NodeJS for Beginners,https://www.udemy.com/getting-started-with-nodejs-for-beginners/,All Levels,Backend,Nodejs,-
314462,Quickstart AngularJS,https://www.udemy.com/quickstart-angularjs/,Beginner Level,Web / FrontEnd,Angular,-
783748,Byte-Sized-Chunks: Cascading Style Sheets (CSS) with HTML,https://www.udemy.com/css-with-html/,All Levels,Web / FrontEnd,-,HTML/CSS
936504,The Complete HTML5 and CSS3 Course,https://www.udemy.com/the-complete-html5-and-css3-course/,All Levels,Web / FrontEnd,-,HTML/CSS
380092,HTML & CSS for beginners: Build 3 projects from scratch,https://www.udemy.com/learn-html-css-by-building-3-real-projects/,Beginner Level,Web / FrontEnd,-,HTML/CSS
884946,Code a 'Coming Soon' Landing Page in Bootstrap 4,https://www.udemy.com/code-a-coming-soon-landing-page-in-bootstrap-4/,All Levels,Web / FrontEnd,Bootstrap,-
98140,Introduction to Bootstrap 3,https://www.udemy.com/introduction-to-bootstrap-3/,Beginner Level,Web / FrontEnd,Bootstrap,-
637974,Master ExpressJS to Build Web Apps with NodeJS&JavaScript,https://www.udemy.com/expressjs/,All Levels,Backend,Nodejs,-
749560,HTML5 CSS3 JQUERY Single Page Website Project from Scratch,https://www.udemy.com/html5-css3-jquery-single-page-website-project-from-scratch/,All Levels,JavaScript Library,jQuery,-
200854,HTML and CSS Crash Course for Beginners,https://www.udemy.com/html-and-css-crash-course-for-beginners/,Beginner Level,Web / FrontEnd,-,HTML/CSS
470288,EMMET Faster HTML & CSS workflow - Best Tool For Developers ,https://www.udemy.com/emmet-start-coding-html-and-css-fast-and-easy/,All Levels,Web / FrontEnd,-,HTML/CSS
412952,AngularJS For ASP.NET MVC Developers,https://www.udemy.com/angularjs-for-aspnet-mvc-developers/,Intermediate Level,Web / FrontEnd,Angular,-
1033944,Serverless Workflow Management with AWS Step Functions,https://www.udemy.com/aws-step-functions/,Intermediate Level,Cloud,AWS,-
1171966,The Complete PHP MySQL Professional Course with 5 Projects,https://www.udemy.com/the-complete-php-mysql-professional-course/,All Levels,Data Analysis,SQL,-
833398,Angular Masterclass,https://www.udemy.com/angular-2-fundamentals-with-typescript-for-pro-developers-systemjs/,All Levels,Web / FrontEnd,Angular,-
991630,Try Django 1.10 | Create a URL Shortening Service,https://www.udemy.com/try-django-1-10/,All Levels,Backend,Django ,-
303514,Projects in CSS,https://www.udemy.com/projects-in-css/,All Levels,Web / FrontEnd,-,HTML/CSS
1115222,Learn and Understand React,https://www.udemy.com/learn-and-understand-react-and-redux-i/,All Levels,Web / FrontEnd,React,-
94430,Learn Javascript & JQuery From Scratch,https://www.udemy.com/learn-javascript-jquery-from-scratch/,All Levels,JavaScript Library,jQuery,-
992114,"Build A Complete CRUD Application With PHP, MYSQL & JQUERY",https://www.udemy.com/build-a-complete-crud-application-with-php-mysql-jquery/,All Levels,Data Analysis,SQL,-
379722,jQuery Crash Course: Learn the Essentials of jQuery Fast,https://www.udemy.com/learn-jquery-crash-course/,All Levels,JavaScript Library,jQuery,-
652438,The Complete PHP CodeIgniter Course: Beginner To Advanced,https://www.udemy.com/codeignitercourse/,All Levels,Backend,PHP,-
1052304,JavaScript For Beginners : Learn JavaScript From Scratch,https://www.udemy.com/javascript-course-for-beginners/,All Levels,Web / FrontEnd,-,javascript
1223012,"Mastering 'Native CSS Shapes To Build Modern Web Pages""",https://www.udemy.com/mastering-native-css-shapes/,All Levels,Web / FrontEnd,-,CSS
882488,WordPress Development For Beginners,https://www.udemy.com/wordpress-basic/,All Levels,WordPress,WordPress,-
1033686,WordPress local server setup and site migration online,https://www.udemy.com/wordpress-local-install-and-two-methods-to-migrate-online/,All Levels,WordPress,WordPress,-
723522,PHP Fundamentals - Start Earning The Top Dollars You Deserve,https://www.udemy.com/php-fundamentals/,All Levels,Backend,PHP,-
1181900,Interactive Dynamic JavaScript for beginners DOM,https://www.udemy.com/javascript-dom/,Beginner Level,Web / FrontEnd,-,javascript
945336,Javascript Intermediate level 1 - Mastering the DOM,https://www.udemy.com/javascript-intermediate-mastering-the-dom/,All Levels,Web / FrontEnd,-,javascript
266252,Projects in PHP and MySQL,https://www.udemy.com/the-complete-web-development-course-learn-by-building-apps/,All Levels,Data Analysis,SQL,-
473548,PHP OOP: Object Oriented Programming for beginners + Project,https://www.udemy.com/oop-php-object-oriented-programing-with-project-1-course/,All Levels,Backend,PHP,-
920544,React Redux React-Router: From Beginner to Paid Professional,https://www.udemy.com/react-redux-react-router/,All Levels,Web / FrontEnd,React,-
993754,Django Core | A Reference Guide to Core Django Concepts,https://www.udemy.com/django-core/,Intermediate Level,Backend,Django ,-
1155262,"Angular 2 Complete E-Commerce App Course - Java,Spring,MySQL",https://www.udemy.com/build-angular-2-complete-e-comerce-app-java-spring-mysql/,All Levels,Web / FrontEnd,Angular,-
997964,"Build An Online Bank With Java, Angular 2, Spring and More",https://www.udemy.com/build-an-online-bank-with-java-angular-2-spring-and-more/,Beginner Level,Web / FrontEnd,Angular,-
812588,The Complete jQuery Course: From Beginner To Advanced!,https://www.udemy.com/jquery-tutorial/,All Levels,JavaScript Library,jQuery,-
531954,Projects in AngularJS - Learn by building 10 Projects,https://www.udemy.com/learn-angularjs-development/,All Levels,Web / FrontEnd,Angular,-
1049092,React JS - Build real world JS apps & deploy on cloud,https://www.udemy.com/reactjs-for-beginners-build-real-world-react-apps-deploy-on-cloud/,All Levels,Web / FrontEnd,React,-
1277924,Angular 4 Front To Back,https://www.udemy.com/angular-4-front-to-back/,All Levels,Web / FrontEnd,Angular,-
947120,"HTML5, CSS3 And JavaScript Fundamentals 2016",https://www.udemy.com/html5-css3-and-javascript-fundamentals-2016/,All Levels,Web / FrontEnd,-,HTML/CSS/JS
712960,"Angular 4 - Concepts, Code and Collective Wisdom",https://www.udemy.com/angular-2-concepts-code-and-collective-wisdom/,Intermediate Level,Web / FrontEnd,Angular,-
267560,Learn E-Commerce Website in PHP & MySQL From Scratch!,https://www.udemy.com/ecommerce-website-in-php-mysqli/,All Levels,Data Analysis,SQL,-
763774,JavaScript Game Development: Create Your Own Breakout Game,https://www.udemy.com/javascript-game-development-create-your-own-breakout-game/,All Levels,Web / FrontEnd,-,javascript
929016,HTML and HTML5 For Beginners 2016,https://www.udemy.com/html-and-html5-for-beginners-2016/,All Levels,Web / FrontEnd,-,HTML
399228,"Learn to code, Become a Web Developer and Master JavaScript!",https://www.udemy.com/master-javascript-today/,All Levels,Web / FrontEnd,-,javascript
933260,jQuery Essentials: Learn the Fundamental of jQuery,https://www.udemy.com/jquery-essentials/,All Levels,JavaScript Library,jQuery,-
494078,Expert Guide : Mastering Functions in JavaScript !,https://www.udemy.com/functions-in-javascript/,All Levels,Web / FrontEnd,-,javascript
1158572,Learn Angular 4 from Scratch,https://www.udemy.com/learn-angular-from-scratch/,Beginner Level,Web / FrontEnd,Angular,-
629082,Discover HTML Essential guide to HTML how to create webpages,https://www.udemy.com/intro-to-html-beginners-guide-to-html-how-to-create-webpages/,Beginner Level,Web / FrontEnd,-,HTML/CSS
1093734,HTML5 and CSS3 for beginners: Create a Website from Scratch,https://www.udemy.com/html5-and-css3-for-beginners-create-a-website-from-scratch/,Beginner Level,Web / FrontEnd,-,HTML
566248,jQuery Fundamentals Powerful Bootcamp for beginners,https://www.udemy.com/jquery-fundamentals-bootcamp-learn-how-to-use-jquery/,All Levels,JavaScript Library,jQuery,-
556248,The Complete HTML & CSS Course - From Novice To Professional,https://www.udemy.com/htmlwebsite/,All Levels,Web / FrontEnd,-,HTML/CSS
582392,JavaScript Basics Web Development Building Blocks,https://www.udemy.com/javascript-basics-web-development-building-blocks/,Beginner Level,Web / FrontEnd,-,javascript
582636,Bootstrap unleash the power faster & easier web development,https://www.udemy.com/bootstrap-3-responsive-design-tutorial-fundamentals/,All Levels,Web / FrontEnd,Bootstrap,-
661802,JavaScript Design Patterns: 20 Patterns for Expert Code,https://www.udemy.com/javascript-design-patterns-20-patterns-for-expert-code/,Expert Level,Web / FrontEnd,-,javascript
729552,JavaScript for Beginners Welcome to learning JavaScript,https://www.udemy.com/javascript-for-beginners-course/,Beginner Level,Web / FrontEnd,-,javascript
959586,Javascript from Beginner to Advanced Level,https://www.udemy.com/javascript-from-beginner-to-advanced-level/,Beginner Level,Web / FrontEnd,-,javascript
861528,PHP Security,https://www.udemy.com/php-security/,All Levels,Backend,PHP,-
559512,The Complete HTML5 & CSS3 Course Build Professional Websites,https://www.udemy.com/html5css3/,All Levels,Web / FrontEnd,-,HTML
922600,CSS Web Development Crash Course,https://www.udemy.com/css-course/,Beginner Level,Web / FrontEnd,-,CSS
304490,A 13 Hour SQL Server 2014 /ASP.NET/CSS/C#/jQuery Course,https://www.udemy.com/learnsqlwithsqlserver2014/,Intermediate Level,Data Analysis,SQL,-
15285,HTML Workshop,https://www.udemy.com/html-workshop/,All Levels,Web / FrontEnd,-,HTML
477702,Python for Beginners: Python Programming Language | Tutorial,https://www.udemy.com/python-course/,Beginner Level,Python,Python,-
875882,Creating Animations using HTML5 Canvas,https://www.udemy.com/hmtl5-canvas-animations/,All Levels,Web / FrontEnd,-,HTML/CSS
861122,Bootstrap 4: Exploring New Features,https://www.udemy.com/bootstrap-40exploring-new-features/,All Levels,Web / FrontEnd,Bootstrap,-
309370,Bootstrap 3 -> Profitable WordPress Theme Development!,https://www.udemy.com/bootstrap-wordpress/,All Levels,Web / FrontEnd,Bootstrap,-
1034520,WordPress Domination #2: Leads & Scarcity,https://www.udemy.com/wordpress-domination-2-leads-and-scarcity/,Beginner Level,WordPress,WordPress,-
711592,Using Modern JavaScript Today,https://www.udemy.com/using-modern-javascript/,Intermediate Level,Web / FrontEnd,-,javascript
1065250,Up and Running with jQuery,https://www.udemy.com/up-and-running-with-jquery/,All Levels,JavaScript Library,jQuery,-
791030,Power up HTML5 with JavaScript,https://www.udemy.com/power-up-html5-with-javascript/,Beginner Level,Web / FrontEnd,-,javascript
1241518,Node Package Manager Course: Build and Publish NPM Modules,https://www.udemy.com/node-package-manager-course-build-and-publish-npm-modules/,All Levels,Backend,Nodejs,-
944886,WordPress Look and Feel with Themes,https://www.udemy.com/learn-wordpress-customize-look-and-feel-with-themes/,Beginner Level,WordPress,WordPress,-
758582,PHP with Laravel for beginners - Become a Master in Laravel,https://www.udemy.com/php-with-laravel-for-beginners-become-a-master-in-laravel/,All Levels,Backend,PHP,-
1199774,JavaScript 2017: Become Top Rated Web Developer,https://www.udemy.com/become-professional-javascript-developer/,All Levels,Web / FrontEnd,-,javascript
1014776,Full-Stack Web Apps with Meteor and React,https://www.udemy.com/meteor-react/,All Levels,Web / FrontEnd,React,-
929130,Angular 4: From Theory to Practice & FREE E-Book,https://www.udemy.com/angular-2-from-theory-to-practice/,Intermediate Level,Web / FrontEnd,Angular,-
746014,The Complete Sass & SCSS Course: From Beginner to Advanced,https://www.udemy.com/sasscourse/,All Levels,Web / FrontEnd,-,CSS
945978,Ultimate Angular 4 (previously Angular 2) with Bootstrap 4,https://www.udemy.com/ultimate-angular-2/,All Levels,Web / FrontEnd,Angular,-
1019276,The Ultimate Beginner's Guide to Django,https://www.udemy.com/the-ultimate-beginners-guide-to-django-python-web-dev-website/,Beginner Level,Backend,Django ,-
1252630,React JS - Mastering Redux,https://www.udemy.com/react-js-mastering-redux/,All Levels,Web / FrontEnd,React,-
82778,All about NodeJS,https://www.udemy.com/all-about-nodejs/,All Levels,Backend,Nodejs,-
907386,How To Create A Wordpress Website 2016 | NEW Divi Theme 3.0!,https://www.udemy.com/how-to-create-a-wordpress-website-2016-new-divi-theme-30/,Beginner Level,WordPress,WordPress,-
877124,The Complete jQuery Course - From Beginner to Professional!,https://www.udemy.com/complete-jquery-developer-course-beginner-to-pro/,All Levels,JavaScript Library,jQuery,-
1169378,Build a complete Fiverr clone with Node + Algolia + Paypal,https://www.udemy.com/web-developer-build-fiverr-twitter-and-mvp-with-nodejs/,All Levels,Backend,Nodejs,-
836044,React From The Ground Up,https://www.udemy.com/reactjs-from-the-ground-up/,All Levels,Web / FrontEnd,React,-
405818,Javascript for Beginners Learn by Doing Practical Exercises,https://www.udemy.com/javascript-for-beginners-introduction-learn-fast-easy/,All Levels,Web / FrontEnd,-,javascript
1068590,Wordpress Website Mastery 2017,https://www.udemy.com/wordpress-website-mastery-2017/,Beginner Level,WordPress,WordPress,-
1203894,How To Make an eCommerce Website With Wordpress 2017,https://www.udemy.com/how-to-make-an-ecommerce-website-with-wordpress-2017/,Beginner Level,WordPress,WordPress,-
994634,Mastering ASP.NET MVC 5 From Scratch Using C#,https://www.udemy.com/masteringaspnetmvc5/,All Levels,Backend,.NET,C#
765916,Start Web Development with GIS Map in JavaScript,https://www.udemy.com/start-web-development-with-gis-map-in-javascript/,All Levels,Web / FrontEnd,-,javascript
128950,Learn to Build Websites using Twitter Bootstrap,https://www.udemy.com/learn-to-build-websites-using-twitter-bootstrap/,All Levels,Web / FrontEnd,Bootstrap,-
400280,WordPress : An Overview,https://www.udemy.com/what-is-wordpress/,Beginner Level,WordPress,WordPress,-
958982,JavaScript : JavaScript Awesomeness,https://www.udemy.com/javascript-javascript/,Beginner Level,Web / FrontEnd,-,javascript
1113036,Mastering CSS 3.0 Selectors,https://www.udemy.com/css3-selectors/,Intermediate Level,Web / FrontEnd,-,CSS
226534,WordPress Backup And Restore Fundamentals,https://www.udemy.com/wordpress-backup-and-restore-fundamentals/,Intermediate Level,WordPress,WordPress,-
738726,Learn HTML and CSS to make a Website,https://www.udemy.com/learn-html-and-css-to-make-website/,Beginner Level,Web / FrontEnd,-,HTML/CSS
64422,1 Hour HTML,https://www.udemy.com/1-hour-html/,Beginner Level,Web / FrontEnd,-,HTML
874166,Angular 2 Crash Course with TypeScript,https://www.udemy.com/angular-2-crash-course/,All Levels,Web / FrontEnd,Angular,-
876544,ASP.NET Web API 2 Hands-On,https://www.udemy.com/aspnet-web-api-2-hands-on/,All Levels,Backend,.NET,C#
863954,Angular 2 From The Ground Up,https://www.udemy.com/angular-2-from-the-ground-up/,All Levels,Web / FrontEnd,Angular,-
604044,Wordpress for Beginners - Build a Live Website from Scratch,https://www.udemy.com/wordpress_for_beginners/,Beginner Level,WordPress,WordPress,-
531290,"Essential JavaScript, jQuery and AngularJS Training",https://www.udemy.com/essential-javascript-jquery-angularjs-training/,Intermediate Level,Web / FrontEnd,-,javascript
617158,Unit Testing AngularJS: Build Bugfree Apps That Always Work!,https://www.udemy.com/unit-testing-angularjs/,All Levels,Web / FrontEnd,Angular,-
1121580,WordPress Blog : Create a WordPress Website for Beginners,https://www.udemy.com/wordpress-website-for-beginners/,Beginner Level,WordPress,WordPress,-
782192,Introduction to HTML5 Canvas basics of drawing,https://www.udemy.com/introduction-to-html5-canvas-basics-of-drawing/,Beginner Level,Web / FrontEnd,-,HTML
978728,"Thoughtful Web Development Course: HTML, Vue.js, PHP, MySQL",https://www.udemy.com/web-development-html5-css3-php-oop-and-mysql-database/,All Levels,Data Analysis,SQL,-
