course_id,course_title,url,level,subject,FrameWork,Language
683606,The Ultimate WordPress Boot Camp: Build 7 Websites,https://www.udemy.com/the-ultimate-wordpress-boot-camp-build-multiple-websites/,Beginner Level,WordPress,WordPress,-
1016388,Projects In ReactJS - The Complete React Learning Course,https://www.udemy.com/projects-in-reactjs-the-complete-react-learning-course/,Beginner Level,Web / FrontEnd,React,-
863812,Spring Core DevOps on AWS,https://www.udemy.com/spring-core-devops-on-aws/,Beginner Level,Java,Spring,-
344224,Java Spring Security,https://www.udemy.com/how-to-use-spring-security-to-secure-your-java-applications/,Beginner Level,Java,Spring,-
543346,ReactJS Course: Learn JavaScript Library Used by Facebook&IG,https://www.udemy.com/react-js/,Beginner Level,Web / FrontEnd,React,-
993148,Learn jQuery AJAX in 1 hour,https://www.udemy.com/jquery-ajax-course/,Beginner Level,JavaScript Library,jQuery,-
512000,WordPress Theme Academy with Bootstrap,https://www.udemy.com/bootstrap-to-wordpress-build-custom-responsive-themes/,Beginner Level,Web / FrontEnd,Bootstrap,-
1121650,Angular 2 Routing: Up And Running,https://www.udemy.com/angular-2-routing-up-and-running/,Beginner Level,Web / FrontEnd,Angular,-
311916,Create a Responsive Website with Bootstrap 3,https://www.udemy.com/create-a-responsive-website-with-bootstrap-3/,Beginner Level,Web / FrontEnd,Bootstrap,-
825354,React.js Quickly: Developing Scalable Web User Interfaces,https://www.udemy.com/react-quickly/,Beginner Level,Web / FrontEnd,React,-
590406,Learn ReactJS: Code Like A Facebook Developer,https://www.udemy.com/learn-react-js/,Beginner Level,Web / FrontEnd,React,-
200742,Create Single Page Website using Twitter Bootstrap 3,https://www.udemy.com/create-single-page-website-using-twitter-bootstrap/,Beginner Level,Web / FrontEnd,Bootstrap,-
993146,Learn JSON with JavaScript Objects and APIs in 1 hour,https://www.udemy.com/json-course/,Beginner Level,Web / FrontEnd,-,javascript
982860,Django + AngularJS for a Powerful Web Application,https://www.udemy.com/django-angularjs/,Beginner Level,Web / FrontEnd,Angular,-
1004134,Angular 2 + Rails 5 Bootcamp,https://www.udemy.com/angular-on-rails-course/,Beginner Level,Web / FrontEnd,Angular,-
1251786,Redux in Angular (2 and 4+),https://www.udemy.com/redux-in-angular/,Beginner Level,Web / FrontEnd,Angular,-
1115348,"Full stack Universal React with Redux, Node js and MongoDB",https://www.udemy.com/full-stack-universal-react-with-redux-express-and-mongodb/,Beginner Level,Web / FrontEnd,React,-
961996,Learn Reactivex From Ground Up,https://www.udemy.com/learn-reactivex-from-ground-up/,Beginner Level,Web / FrontEnd,React,-
886614,Accelerated ES6 JavaScript Training,https://www.udemy.com/es6-bootcamp-next-generation-javascript/,Beginner Level,Web / FrontEnd,-,javascript
1144726,Build a Real-world App with ASP.NET Core and Angular 2 (4+),https://www.udemy.com/aspnet-core-angular/,Beginner Level,Web / FrontEnd,Angular,-
970600,REST APIs with Flask and Python,https://www.udemy.com/rest-api-flask-and-python/,Beginner Level,Python,Python,-
572268,AngularJS For .Net Developers From Scratch,https://www.udemy.com/angularjs-for-dotnet-developers-from-scratch/,Beginner Level,Web / FrontEnd,Angular,-
895040,Build WordPress Plugin to extend Beaver Builder,https://www.udemy.com/build-wordpress-plugin-to-extend-beaver-builder/,Beginner Level,WordPress,WordPress,-
777654,Learn what's new in PHP 7,https://www.udemy.com/php7-new-features/,Beginner Level,Backend,PHP,-
1145430,Angular Styling & Animations (for Angular 2 and Angular 4),https://www.udemy.com/angular-styling-animations-for-angular-2-and-angular-4/,Beginner Level,Web / FrontEnd,Angular,-
1109926,GraphQL with React: The Complete Developers Guide,https://www.udemy.com/graphql-with-react-course/,Beginner Level,Web / FrontEnd,React,-
563668,Learn how to create a WordPress theme using Pinegrow,https://www.udemy.com/learn-how-to-create-a-wordpress-theme-using-pinegrow/,Beginner Level,WordPress,WordPress,-
335280,How to Safely Copy and Move Your WordPress Website,https://www.udemy.com/how-to-safely-copy-and-move-your-wordpress-website/,Beginner Level,WordPress,WordPress,-
1050632,"Complete Web Development with HTML, CSS and Javascript",https://www.udemy.com/complete-web-development-with-html-css-and-javascript/,Beginner Level,Web / FrontEnd,-,javascript
421018,Learning Object-Oriented JavaScript,https://www.udemy.com/learning-object-oriented-javascript/,Beginner Level,Web / FrontEnd,-,javascript
1063430,How to Build WordPress Themes: A Web Designer's Guide,https://www.udemy.com/how-to-build-wordpress-themes/,Beginner Level,WordPress,WordPress,-
1031780,Ready for Production with Spring Boot Actuator,https://www.udemy.com/ready-for-production-with-spring-boot-actuator/,Beginner Level,Java,Spring,-
782194,Canvas image Creator HTML5 JavaScript project from Scratch,https://www.udemy.com/canvas-image-maker-html5-javascript-project-from-scratch/,Beginner Level,Web / FrontEnd,-,javascript
807874,"Modern JavaScript: Building Real-World, Real-Time Apps",https://www.udemy.com/real-world-real-time-modern-javascript/,Beginner Level,Web / FrontEnd,-,javascript
568524,WordPress Plugins Treasure Chest,https://www.udemy.com/best-wordpress-plugins-treasure-chest/,Beginner Level,WordPress,WordPress,-
1189508,Create a social network using PHP Mysqli HTML Css and JQuery,https://www.udemy.com/create-a-social-network-using-php-mysqli-html-css-and-jquery/,Beginner Level,Data Analysis,SQL,-
416738,Create a Client Network by Hosting WordPress Sites,https://www.udemy.com/create-a-client-network-by-hosting-wordpress-sites/,Beginner Level,WordPress,WordPress,-
576108,Introduction to PHP Slim Microframework,https://www.udemy.com/introduction-to-php-slim-microframework/,Beginner Level,Backend,PHP,-
966794,"WordPress Development With NodeJS, Gulp, Composer & More",https://www.udemy.com/wordpress-development-with-nodejs-gulpjs-composer-sass-more/,Beginner Level,Backend,Nodejs,-
309820,ASP.Net MVC Quick Start,https://www.udemy.com/aspnet-mvc-quick-start/,Beginner Level,Backend,.NET,C#
826366,Building a ASP.NET MVC 5 Membership Website,https://www.udemy.com/building-a-mvc-5-membership-website/,Beginner Level,Backend,.NET,C#
869448,Creating Interactive HTML5 Video,https://www.udemy.com/creating-interactive-html5-video/,Beginner Level,Web / FrontEnd,-,HTML
1207382,Optimizing Wordpress for More Speed and Revenue,https://www.udemy.com/optimizing-wordpress-for-more-speed-and-revenue/,Beginner Level,WordPress,WordPress,-
830834,Quick learning jQuery web development,https://www.udemy.com/quick-learning-jquery-web-development/,Beginner Level,JavaScript Library,jQuery,-
572270,Angularjs-WebApi2-EFCodeFirst Web App On 3-Tier Architecture,https://www.udemy.com/angularjs-webapi2-efcodefirst-web-app-on-3-tier-architecture/,Beginner Level,Web / FrontEnd,Angular,-
563880,Single Page Application of MVC 5 Using AngularJS,https://www.udemy.com/maruti-spa-angularjs/,Beginner Level,Web / FrontEnd,Angular,-
858762,Rails Ecommerce App with HTML Template from Themeforest,https://www.udemy.com/rails-ecommerce-app-with-html-template-from-themeforest/,Beginner Level,Web / FrontEnd,-,HTML
25615,Login and Registration from Scratch with PHP and MySQL,https://www.udemy.com/authentication-from-scratch-with-php-and-mysql/,Beginner Level,Data Analysis,SQL,-
642940,Build A YouTube Downloader With C# And GitHub,https://www.udemy.com/youtubedownloader/,Beginner Level,Backend,.NET,C#
845794,Advance JavaScript for Coders: Learn OOP in JavaScript,https://www.udemy.com/advance-javascript-for-coders-learn-oop-in-javascript/,Beginner Level,Web / FrontEnd,-,javascript
973932,Learn Spring Security 4 Intermediate - Hands On,https://www.udemy.com/learn-spring-security-4-intermediate-hands-on/,Beginner Level,Java,Spring,-
576054,"WordPress Development - Themes, Plugins & Single Page Apps",https://www.udemy.com/wordpress-development-create-wordpress-themes-and-plugins/,Beginner Level,WordPress,WordPress,-
554136,Building Responsive Websites with Bootstrap 3 Framework,https://www.udemy.com/building-responsive-websites-with-bootstrap-3-framework/,Beginner Level,Web / FrontEnd,Bootstrap,-
667122,Build A Stock Downloader With Visual Studio 2015 And C#,https://www.udemy.com/csharpyahoostockdownloader/,Beginner Level,Backend,.NET,C#
1671196,Flutter - Intermediate,https://www.udemy.com/course/flutter-intermediate/,Beginner Level,Mobile,Cross platform,Flutter
1230848,Learn Java Programming | Complete Course,https://www.udemy.com/course/the-complete-java-course-go-from-begginer-to-advanced/,Beginner Level,Mobile,Native,java
3356146,Java Programming for Complete Stranger,https://www.udemy.com/course/java-programming-for-complete-stranger/,Beginner Level,Mobile,Native,java
441606,Step By Step Java Programming Complete Course,https://www.udemy.com/course/step-by-step-java-programming-complete-course/,Beginner Level,Mobile,Native,java
4107958,GoF Design Patterns - Complete Course with Java Examples,https://www.udemy.com/course/gof-design-patterns-learnit/,Beginner Level,Mobile,Native,java
1672626,Complete Java Developer Bootcamp,https://www.udemy.com/course/complete-java-developer-bootcamp/,Beginner Level,Mobile,Native,java
4970728,Java Training Complete Course 2022,https://www.udemy.com/course/java-training-complete-course-2022/,Beginner Level,Mobile,Native,java
642410,The Complete Bootstrap Masterclass Course - Build 4 Projects,https://www.udemy.com/bootstrapcourse/,Beginner Level,Web / FrontEnd,Bootstrap,-
1078522,React JS and Redux - Mastering Web Apps,https://www.udemy.com/react-js-and-redux-mastering-web-apps/,Beginner Level,Web / FrontEnd,React,-
670034,Advanced Javascript,https://www.udemy.com/top-javascript-interview-questions-and-answers/,Expert Level,Web / FrontEnd,-,javascript
945320,Javascript Intermediate level 2 - Mastering Functions,https://www.udemy.com/javascript-intermediate-mastering-functions/,Beginner Level,Web / FrontEnd,-,javascript
1260288,"Master JavaScript Programming, 3 Projects Included !!",https://www.udemy.com/master-javascript-programming-extended-course/,Beginner Level,Web / FrontEnd,-,javascript
991290,Dynamic JavaScript Master Class AJAX JSON Simple APIs,https://www.udemy.com/ajax-course/,Beginner Level,Web / FrontEnd,-,javascript
1045942,Angular NgRx Store Masterclass - Covers Angular 4,https://www.udemy.com/angular-ngrx-course/,Beginner Level,Web / FrontEnd,Angular,-
1123098,RxJs & Reactive Programming Angular Masterclass - Angular 4,https://www.udemy.com/rxjs-reactive-angular-course/,Beginner Level,Web / FrontEnd,React,-
637974,Master ExpressJS to Build Web Apps with NodeJS&JavaScript,https://www.udemy.com/expressjs/,Beginner Level,Backend,Nodejs,-
1171966,The Complete PHP MySQL Professional Course with 5 Projects,https://www.udemy.com/the-complete-php-mysql-professional-course/,Beginner Level,Data Analysis,SQL,-
833398,Angular Masterclass,https://www.udemy.com/angular-2-fundamentals-with-typescript-for-pro-developers-systemjs/,Beginner Level,Web / FrontEnd,Angular,-
1223012,"Mastering 'Native CSS Shapes To Build Modern Web Pages",https://www.udemy.com/mastering-native-css-shapes/,Beginner Level,Web / FrontEnd,-,CSS
945336,Javascript Intermediate level 1 - Mastering the DOM,https://www.udemy.com/javascript-intermediate-mastering-the-dom/,Beginner Level,Web / FrontEnd,-,javascript
399228,"Learn to code, Become a Web Developer and Master JavaScript!",https://www.udemy.com/master-javascript-today/,Beginner Level,Web / FrontEnd,-,javascript
494078,Expert Guide : Mastering Functions in JavaScript !,https://www.udemy.com/functions-in-javascript/,Beginner Level,Web / FrontEnd,-,javascript
556248,The Complete HTML & CSS Course - From Novice To Professional,https://www.udemy.com/htmlwebsite/,Beginner Level,Web / FrontEnd,-,HTML/CSS
661802,JavaScript Design Patterns: 20 Patterns for Expert Code,https://www.udemy.com/javascript-design-patterns-20-patterns-for-expert-code/,Beginner Level,Web / FrontEnd,-,javascript
559512,The Complete HTML5 & CSS3 Course Build Professional Websites,https://www.udemy.com/html5css3/,Beginner Level,Web / FrontEnd,-,HTML
1252630,React JS - Mastering Redux,https://www.udemy.com/react-js-mastering-redux/,Beginner Level,Web / FrontEnd,React,-
1068590,Wordpress Website Mastery 2017,https://www.udemy.com/wordpress-website-mastery-2017/,Beginner Level,WordPress,WordPress,-
994634,Mastering ASP.NET MVC 5 From Scratch Using C#,https://www.udemy.com/masteringaspnetmvc5/,Beginner Level,Backend,.NET,C#
1113036,Mastering CSS 3.0 Selectors,https://www.udemy.com/css3-selectors/,Beginner Level,Web / FrontEnd,-,CSS
32649,PHP & MySQL - Learn The Easy Way. Master PHP & MySQL Quickly,https://www.udemy.com/learning-php-and-mysql-development-the-easy-way/,Beginner Level,Data Analysis,SQL,-
941998,"Master Electron: Desktop Apps using HTML, JavaScript & CSS",https://www.udemy.com/master-electron/,Beginner Level,Web / FrontEnd,-,javascript
1204208,Mastering Micro Services Using Java Spring Boot,https://www.udemy.com/mastering-micro-services-using-java-sprint-boot/,Beginner Level,Java,Spring,-
866384,Advanced WordPress Topics: Post Types Taxonomies & Metaboxes,https://www.udemy.com/advanced-wordpress-topics-post-types-taxonomies-metaboxes/,Expert Level,WordPress,WordPress,-
17887,JavaScript with BackboneJS and Bootstrap CSS - Advanced,https://www.udemy.com/advanced-javascript-with-backbonejs-and-bootstrap-css/,Expert Level,Web / FrontEnd,-,javascript
1071060,Django by Example,https://www.udemy.com/django-by-example/,Beginner Level,Backend,Django ,-
601260,Mastering AngularJS UI Development,https://www.udemy.com/mastering-angularjs-ui-development/,Beginner Level,Web / FrontEnd,Angular,-
896858,The Complete WordPress Development & Customization Course,https://www.udemy.com/the-complete-wordpress-development-customization-course/,Beginner Level,WordPress,WordPress,-
881210,Learn Complete WordPress for Building a Professional Sites,https://www.udemy.com/learn-complete-wordpress-for-building-a-professional-sites/,Beginner Level,WordPress,WordPress,-
443746,The WpFASTER WordPress Speed Optimization Master Course,https://www.udemy.com/make-your-wordpress-sites-fastest-in-world/,Beginner Level,WordPress,WordPress,-
530092,Mastering CSS,https://www.udemy.com/mastering-css/,Beginner Level,Web / FrontEnd,-,CSS
365816,Build Professional WordPress Website,https://www.udemy.com/wordpress-no-coding/,Beginner Level,WordPress,WordPress,-
492818,Professional WordPress Theme Development For 2017,https://www.udemy.com/advanced-wordpress-theme-development-next-level-of-theming/,Beginner Level,WordPress,WordPress,-
602218,Mastering JavaScript,https://www.udemy.com/mastering-javascript/,Beginner Level,Web / FrontEnd,-,javascript
1142202,Master Angular 4 by Example - Build 7 Awesome Apps!,https://www.udemy.com/learn-angular-4/,Beginner Level,Web / FrontEnd,Angular,-
30243,Mastering HTML5 Programming - The Easier Way,https://www.udemy.com/html5-programming-tutorials/,Beginner Level,Web / FrontEnd,-,HTML
1099956,Bootstrap 4 Theme Development Masterclass,https://www.udemy.com/bootstrap-theme-development-masterclass/,Beginner Level,Web / FrontEnd,Bootstrap,-
212398,Advanced Node.js Development,https://www.udemy.com/refactoru-adv-nodejs/,Expert Level,Backend,Nodejs,-
368340,Professional Python Web Development Using Flask,https://www.udemy.com/python-flask-course/,Beginner Level,Python,Python,-
676554,Master WCF 4.0 From Scratch Using C#,https://www.udemy.com/masterwcf/,Beginner Level,Backend,.NET,C#
1035940,Professional RESTful API Design using Python Flask,https://www.udemy.com/restful-api-flask-course/,Beginner Level,Python,Python,-
1204590,Angular Advanced MasterClass & FREE E-Book,https://www.udemy.com/angular-advanced-masterclass/,Expert Level,Web / FrontEnd,Angular,-
781532,Advanced React and Redux,https://www.udemy.com/react-redux-tutorial/,Expert Level,Web / FrontEnd,React,-
1179104,Learning Path: React: Make Stunning React Websites,https://www.udemy.com/learning-path-react-make-stunning-react-websites/,Beginner Level,Web / FrontEnd,React,-
599504,Advanced Scalable Python Web Development Using Flask,https://www.udemy.com/advanced-python-flask/,Expert Level,Python,Python,-
1052518,Master the Art of Web Design with HTML & CSS,https://www.udemy.com/html-css-beginners/,Beginner Level,Web / FrontEnd,-,HTML/CSS
693726,Mastering Meteor: Reactive Full Stack JavaScript,https://www.udemy.com/mastering-meteor-reactive-full-stack-javascript/,Beginner Level,Web / FrontEnd,React,-
365426,Build A Professional Wordpress Website In An Hour,https://www.udemy.com/build-a-professional-wordpress-website-in-an-hour/,Beginner Level,WordPress,WordPress,-
1270222,Learning Path: Web Applications with Spring and Angular,https://www.udemy.com/learning-path-web-applications-with-spring-and-angular/,Beginner Level,Web / FrontEnd,Angular,-
933110,Develop a Professional OnePage WordPress site With No Coding,https://www.udemy.com/develop-a-professional-onepage-wordpress-site-with-no-coding/,Beginner Level,WordPress,WordPress,-
736250,Mastering Thymeleaf with Spring,https://www.udemy.com/mastering-thymeleaf-with-spring/,Beginner Level,Java,Spring,-
552258,Professional WordPress Theme Development from Scratch,https://www.udemy.com/photoshop-psd-to-wordpress-theme-development-from-scratch/,Beginner Level,WordPress,WordPress,-
461176,Build an Advanced Single Page with Bootstrap & WordPress,https://www.udemy.com/single-page-design-with-bootstrap-css-html5-js-parallax/,Expert Level,Web / FrontEnd,Bootstrap,-
1030774,Master all PHP ideas 2017 to build any project,https://www.udemy.com/master-all-php-ideas-2017-to-build-any-project/,Beginner Level,Backend,PHP,-
419318,AngularJS Masterclass - Deep Dive & Understand AngularJS,https://www.udemy.com/angularjs-masterclass/,Beginner Level,Web / FrontEnd,Angular,-
772224,Professional CSS Flexbox,https://www.udemy.com/css-flexbox/,Beginner Level,Web / FrontEnd,-,CSS
1019918,Master Angular 2 - The No Nonsense Course,https://www.udemy.com/angular-2-tutorial/,Beginner Level,Web / FrontEnd,Angular,-
769390,Angular 2 Master Class with Alejandro Rangel,https://www.udemy.com/angular-2-master-class-with-alejandro-rangel/,Beginner Level,Web / FrontEnd,Angular,-
1135712,Mastering Modern Web Development Using React,https://www.udemy.com/mastering-modern-web-development-using-react/,Beginner Level,Web / FrontEnd,React,-
976854,Spring 4 Mastercourse: Covers Annotation & XML Configuration,https://www.udemy.com/java-spring-framework/,Beginner Level,Java,Spring,-
212394,Introduction to Node.js Development,https://www.udemy.com/refactoru-intro-nodejs/,Beginner Level,Backend,Nodejs,-
1248172,Essentials of Spring 5.0 for Developers,https://www.udemy.com/essentials-of-spring-50-for-developers/,Beginner Level,Java,Spring,-
775618,Learn jQuery from Scratch - Master of JavaScript library,https://www.udemy.com/easy-jquery-for-beginner-learn-from-scratch-step-by-step/,Beginner Level,JavaScript Library,jQuery,-
2010554,"The Complete Flutter App Development Course for Android, iOS",https://www.udemy.com/course/the-complete-flutter-app-development-course-for-android-ios/,Beginner Level,Mobile,Cross platform,Flutter
1792392,Flutter - Advanced Course,https://www.udemy.com/course/flutter-advanced-course/,Expert Level,Mobile,Cross platform,Flutter
3879142,Flutter BLoC - From Zero to Hero Complete Course,https://www.udemy.com/course/bloc-from-zero-to-hero/,Beginner Level,Mobile,Cross platform,Flutter
2383620,Flutter Web Development Course Build Complete FlutterWeb App,https://www.udemy.com/course/flutter-web-development-course-build-complete-flutterweb-app/,Beginner Level,Mobile,Cross platform,Flutter
4086732,Flutter 2.0: Build Modern Responsive Web & Mobile Apps,https://www.udemy.com/course/flutter-build-modern-responsive-web-mobile-apps-desktop/,Beginner Level,Mobile,Cross platform,Flutter
4551676,Flutter Bloc Essential Course (English),https://www.udemy.com/course/flutter-bloc-essential-course-english/,Beginner Level,Mobile,Cross platform,Flutter
2355420,Complete Flutter development - build 14 ios and android apps,https://www.udemy.com/course/complete-flutter-development/,Beginner Level,Mobile,Cross platform,Flutter
2553003,Build a Rental App with Flutter: iOS & Android Masterclass,https://www.udemy.com/course/ios-android-masterclass-build-3-apps-with-google-flutter/,Beginner Level,Mobile,Cross platform,Flutter
2304824,Mastering Flutter,https://www.udemy.com/course/mastering-flutter/,Beginner Level,Mobile,Cross platform,Flutter
533682,Java Programming Masterclass updated to Java 17,https://www.udemy.com/course/java-the-complete-java-developer-course/,Beginner Level,Mobile,Native,java
827692,The Complete Java Certification Course,https://www.udemy.com/course/master-practical-java-development/,Beginner Level,Mobile,Native,java
358540,Java In-Depth: Become a Complete Java Engineer!,https://www.udemy.com/course/java-in-depth-become-a-complete-java-engineer/,Beginner Level,Mobile,Native,java
919872,Android Java Masterclass - Become an App Developer,https://www.udemy.com/course/master-android-7-nougat-java-app-development-step-by-step/,Beginner Level,Mobile,Native,java
3740582,The Complete Java Development Bootcamp,https://www.udemy.com/course/the-complete-java-development-bootcamp/,Beginner Level,Mobile,Native,java
359550,Master Object Oriented Design in Java - Homework + Solutions,https://www.udemy.com/course/mastering-object-oriented-design-in-java/,Beginner Level,Mobile,Native,java
3601890,Java Data Structures and Algorithms Masterclass,https://www.udemy.com/course/java-data-structures-and-algorithms-masterclass/,Beginner Level,Mobile,Native,java
4149968,Professional Java Developer Career Starter: Java Foundations,https://www.udemy.com/course/neutrino-java-foundations/,Beginner Level,Mobile,Native,java
2767688,Java Programming Masterclass: Learn Java From Scratch,https://www.udemy.com/course/java-programming-course/,Beginner Level,Mobile,Native,java
2259748,Java Collections from basics to Advanced,https://www.udemy.com/course/collections-and-concurrent-collection-video-lectures-and-tutorials/,Beginner Level,Mobile,Native,java
28373,Advanced Java Programming,https://www.udemy.com/course/advanced-java-programming/,Expert Level,Mobile,Native,java
2916558,Advanced Java Topics: Java Reflection - Master Class,https://www.udemy.com/course/java-reflection-master-class/,Expert Level,Mobile,Native,java
3945196,Professional Certificate in Java Programming,https://www.udemy.com/course/professional-certificate-in-java-programming/,Beginner Level,Mobile,Native,java
4150774,Android App Development Master Course with Java | Android,https://www.udemy.com/course/full-android-11-masterclass-course-with-java-53-hours/,Beginner Level,Mobile,Native,java
345178,Become A Professional Java Developer From Scratch,https://www.udemy.com/course/become-a-professional-java-developer-from-scratch/,Beginner Level,Mobile,Native,java
421806,Java Programming – the Master Course,https://www.udemy.com/course/java-programming-the-master-course/,Beginner Level,Mobile,Native,java
3847946,Master The Java Programming Language,https://www.udemy.com/course/java-tutorial-by-sagar/,Beginner Level,Mobile,Native,java
3502634,The Complete Java Developer Course -Mastering Java from zero,https://www.udemy.com/course/the-complete-java-developer-course-mastering-java-from-zero/,Beginner Level,Mobile,Native,java
2456220,Java Interview Questions Boot Camp - 1000+ Q& A Master Class,https://www.udemy.com/course/java-interview-questions-bootcamp-master-class-1000-java-questions/,Beginner Level,Mobile,Native,java
136098,Intermediate & Advanced Java Programming,https://www.udemy.com/course/intermediate-advanced-java-programming/,Expert Level,Mobile,Native,java
1236852,Java Programming: Become a Professional Java Engineer!,https://www.udemy.com/course/java-programming-the-authoritative-edition/,Beginner Level,Mobile,Native,java
763258,Core Java Programming from Scratch to Advanced,https://www.udemy.com/course/core-java-fundamentals/,Beginner Level,Mobile,Native,java
4209504,Master Multithreading - Concurrency with Java Examples,https://www.udemy.com/course/multithreading-learnit/,Beginner Level,Mobile,Native,java
432700,Advanced Data Structures and Algorithms in Java ( DSA ),https://www.udemy.com/course/data-structures-and-algorithms-in-java-2/,Expert Level,Mobile,Native,java
1923196,Java - A 3-Step Process to Master Java in 7 days for Newbies,https://www.udemy.com/course/java-a-3-step-process-to-master-java-in-7-days-for-newbies/,Beginner Level,Mobile,Native,java
2480154,Mastering Java 8 Fundamentals,https://www.udemy.com/course/introduction-to-java-8-i/,Beginner Level,Mobile,Native,java
5007518,Advanced One Day Java Workshop from Java 8 to 17,https://www.udemy.com/course/advanced-one-day-java-workshop-from-java-8-to-17/,Expert Level,Mobile,Native,java
819718,Mastering Java Exceptions with Best Practices,https://www.udemy.com/course/mastering-java-exceptions-with-best-practices/,Beginner Level,Mobile,Native,java
2065405,Mastery in Java Web Services in less than 3 hours !,https://www.udemy.com/course/restful-web-service-in-java/,Beginner Level,Mobile,Native,java
4435956,"Java 17, Java 11, Advanced Java 8 (1Z0-829,1Z0-819,1Z0-809)",https://www.udemy.com/course/ocp11_from_oca8/,Expert Level,Mobile,Native,java
179264,Become An Awesome Java Professional,https://www.udemy.com/course/java-programming-wizard/,Beginner Level,Mobile,Native,java
2208130,Master Lambda Expressions in Java 8,https://www.udemy.com/course/functional-programming-in-java/,Beginner Level,Mobile,Native,java
658644,"Advanced Java Programming , Multithreading for Java Projects",https://www.udemy.com/course/advanced-object-oriented-java/,Expert Level,Mobile,Native,java
1240898,Java Maven - The Complete Course,https://www.udemy.com/course/java-maven-the-complete-course/,Beginner Level,Mobile,Native,java
4216996,The Complete Java Game Development Course 2023: Part 2,https://www.udemy.com/course/java-games/,Beginner Level,Mobile,Native,java
1461992,Java Design Patterns: The Complete Masterclass - 21 Patterns,https://www.udemy.com/course/java-design-patterns-the-complete-masterclass/,Beginner Level,Mobile,Native,java
28295,Learn Web Designing & HTML5/CSS3 Essentials in 4-Hours,https://www.udemy.com/build-beautiful-html5-website/,Beginner Level,Web / FrontEnd,-,HTML
505208,Programming Foundations: HTML5 + CSS3 for Entrepreneurs 2015,https://www.udemy.com/html-css-more/,Beginner Level,Web / FrontEnd,-,HTML
1086834,How To Make A Wordpress Website 2017 | Divi Theme Tutorial,https://www.udemy.com/how-to-make-a-wordpress-website-2017-divi-theme-tutorial/,Beginner Level,WordPress,WordPress,-
1078208,Spring Boot Tutorial For Beginners,https://www.udemy.com/spring-boot-tutorial-for-beginners/,Beginner Level,Java,Spring,Java
