course_id,course_title,url,level,subject,FrameWork,Language
82412,Intro to PHP Web Application Development with Symfony,https://www.udemy.com/symfony-development/,Expert Level,Backend,PHP,-
92760,Crash Course: Fundamentals Of HTML & CSS From Scratch.,https://www.udemy.com/beginner-crash-course-fundamentals-of-html-css-in-60-mins/,Beginner Level,Web / FrontEnd,-,HTML
94432,Learn PHP Fundamentals From Scratch,https://www.udemy.com/learn-php-fundamentals-from-scratch/,Beginner Level,Backend,PHP,-
98140,Introduction to Bootstrap 3,https://www.udemy.com/introduction-to-bootstrap-3/,Beginner Level,Web / FrontEnd,Bootstrap,-
99826,Become A Web Developer And Seller - Build Websites With HTML,https://www.udemy.com/the-ultimate-building-and-selling-websites-course/,Beginner Level,Web / FrontEnd,-,HTML
101864,Programming for Entrepreneurs - JavaScript,https://www.udemy.com/javascript-tutorial/,Beginner Level,Web / FrontEnd,-,javascript
112866,Java Programming for Absolute Beginners,https://www.udemy.comhttps://www.udemy.com/course/java-programming-for-absolute-beginners/,Beginner Level,Mobile,-,Java
113518,CSS and CSS3 For Absolute Beginners,https://www.udemy.com/css-and-css3-for-absolute-beginners/,Beginner Level,Web / FrontEnd,-,CSS
113888,Writing CSS with {LESS} - Tutorial From Infinite Skills,https://www.udemy.com/writing-css-with-less-tutorial-from-infinite-skills/,Expert Level,Web / FrontEnd,-,CSS
123566,Learning Bootstrap 3 - Tutorial From Infinite Skills,https://www.udemy.com/bootstrap-3/,Expert Level,Web / FrontEnd,Bootstrap,-
125806,Comprehensive JavaScript Programming,https://www.udemy.com/comprehensive-javascript-programming/,Beginner Level,Web / FrontEnd,-,javascript
130064,Practical PHP: Master the Basics and Code Dynamic Websites,https://www.udemy.com/code-dynamic-websites/,Beginner Level,Backend,PHP,-
130168,HTML and CSS for Beginning Web Developers,https://www.udemy.com/html-and-css-for-beginning-web-developers/,Beginner Level,Web / FrontEnd,-,CSS
136098,Intermediate & Advanced Java Programming,https://www.udemy.comhttps://www.udemy.com/course/intermediate-advanced-java-programming/,Expert Level,Mobile,-,Java
143028,Code a Responsive Website Using HTML5 and CSS for Beginners,https://www.udemy.com/how-to-code-a-responsive-website-using-html5-and-css/,Beginner Level,Web / FrontEnd,-,HTML
145812,HTML FOR BEGINNERS,https://www.udemy.com/html-5-for-beginners/,Beginner Level,Web / FrontEnd,-,HTML
147908,JavaScript for Beginning Web Developers,https://www.udemy.com/learn-javascript-programming/,Beginner Level,Web / FrontEnd,-,javascript
149042,JavaScript for Absolute Beginners,https://www.udemy.com/javascript-for-absolute-beginners/,Beginner Level,Web / FrontEnd,-,javascript
152244,Responsive Web Design with HTML5 and CSS3 - Introduction,https://www.udemy.com/responsive-web-design-with-html5-and-css3-introduction/,Expert Level,Web / FrontEnd,-,HTML
159070,Introduction to Web Development: HTML,https://www.udemy.com/webdevelopment101_html/,Beginner Level,Web / FrontEnd,-,HTML
165236,What's New in Java 8: Lambdas,https://www.udemy.comhttps://www.udemy.com/course/whats-new-in-java-8/,Expert Level,Mobile,-,Java
169144,How to easily Manage your WordPress Website,https://www.udemy.com/manage-wordpress-website/,Expert Level,Web / FrontEnd,WordPress,-
173548,Build Your First Website in 1 Week with HTML5 and CSS3,https://www.udemy.com/build-your-first-website-in-1-week/,Beginner Level,Web / FrontEnd,-,HTML
176432,HTML5 Essentials for Beginners,https://www.udemy.com/html5-essentials-for-beginners/,Beginner Level,Web / FrontEnd,-,HTML
188828,Web Hosting Set Up and WordPress Installation For Beginners,https://www.udemy.com/web-hosting-wordpress-installation-for-beginners/,Beginner Level,Web / FrontEnd,WordPress,-
197836,Projects in HTML5,https://www.udemy.com/projects-in-html5/,Beginner Level,Web / FrontEnd,-,HTML
200742,Create Single Page Website using Twitter Bootstrap 3,https://www.udemy.com/create-single-page-website-using-twitter-bootstrap/,Beginner Level,Web / FrontEnd,Bootstrap,-
212374,Introduction to CSS Development,https://www.udemy.com/refactoru-intro-to-css/,Beginner Level,Web / FrontEnd,-,CSS
212394,Introduction to Node.js Development,https://www.udemy.com/refactoru-intro-nodejs/,Beginner Level,Backend,Nodejs,-
212398,Advanced Node.js Development,https://www.udemy.com/refactoru-adv-nodejs/,Expert Level,Backend,Nodejs,-
212624,Introduction to HTML,https://www.udemy.com/refactoru-intro-html/,Expert Level,Web / FrontEnd,-,HTML
221920,A Beginner's Guide to the Meteor JavaScript Framework,https://www.udemy.com/meteorjs/,Beginner Level,Web / FrontEnd,-,javascript
226534,WordPress Backup And Restore Fundamentals,https://www.udemy.com/wordpress-backup-and-restore-fundamentals/,Beginner Level,Web / FrontEnd,WordPress,-
235990,Build A Great Wordpress Website For Your Business in 2 Hours,https://www.udemy.com/build-a-great-wordpress-website-for-your-business-in-2-hours/,Beginner Level,Web / FrontEnd,WordPress,-
242574,Object Oriented Programming (OOP) in PHP - Build An OOP Site,https://www.udemy.com/object-oriented-programming-in-php/,Beginner Level,Backend,PHP,-
246154,Web Design for Beginners: Real World Coding in HTML & CSS,https://www.udemy.com/web-design-for-beginners-real-world-coding-in-html-css/,Beginner Level,Web / FrontEnd,-,HTML
253246,Core Concepts in HTML 5,https://www.udemy.com/core-concepts-in-html-5/,Expert Level,Web / FrontEnd,-,HTML
264790,How to Install WordPress From Scratch,https://www.udemy.com/install-wordpress/,Expert Level,Web / FrontEnd,WordPress,-
270976,A how to guide in HTML,https://www.udemy.com/a-how-to-guide-in-html/,Expert Level,Web / FrontEnd,-,HTML
288258,"Learn to Code in HTML5, CSS3, and JavaScript",https://www.udemy.com/learn-to-code-in-html5-css3-and-javascript/,Expert Level,Web / FrontEnd,-,javascript
294408,Learn to Make an Animated Image Gallery using HTML5,https://www.udemy.com/learn-to-make-an-animated-image-gallery-using-html5/,Expert Level,Web / FrontEnd,-,HTML
294794,Create An HTML5 Video Player From Scratch,https://www.udemy.com/html5-video-player/,Beginner Level,Web / FrontEnd,-,HTML
304490,A 13 Hour SQL Server 2014 /ASP.NET/CSS/C#/jQuery Course,https://www.udemy.com/learnsqlwithsqlserver2014/,Beginner Level,Data Analysis,SQL,-
309820,ASP.Net MVC Quick Start,https://www.udemy.com/aspnet-mvc-quick-start/,Beginner Level,Backend,.NET,C#
311916,Create a Responsive Website with Bootstrap 3,https://www.udemy.com/create-a-responsive-website-with-bootstrap-3/,Beginner Level,Web / FrontEnd,Bootstrap,-
313484,Laravel 4 try and enjoy php coding,https://www.udemy.com/laravel-4-try-and-enjoy-php-coding/,Expert Level,Backend,PHP,-
314462,Quickstart AngularJS,https://www.udemy.com/quickstart-angularjs/,Beginner Level,Web / FrontEnd,Angular,-
314660,Java Programming for Beginners-The Ultimate Course on Java,https://www.udemy.comhttps://www.udemy.com/course/java-programming-for-absolute-beginners_part-1/,Beginner Level,Mobile,-,Java
316704,Introductory JavaScript Made Easy Training Tutorial,https://www.udemy.com/introductory-javascript-made-easy-training-tutorial/,Beginner Level,Web / FrontEnd,-,javascript
316970,Beginner Professional Java - Learn to Code for Work and Fun,https://www.udemy.comhttps://www.udemy.com/course/beginner-pro-java/,Beginner Level,Mobile,-,Java
320798,How To Create A WordPress Website Without Paying A Developer,https://www.udemy.com/wordpress-website-in-under-one-hour/,Expert Level,Web / FrontEnd,WordPress,-
326244,"Installing Wordpress 4 - Installation, Registrars & Hosting",https://www.udemy.com/installing-wordpress-domain-registrars-and-web-hosting/,Expert Level,Web / FrontEnd,WordPress,-
328960,Your Own Site in 45 Min: The Complete Wordpress Course,https://www.udemy.com/wordpress-sites/,Expert Level,Web / FrontEnd,WordPress,-
332252,"AngularJS for Beginners, Single-Page Applications Made Easy",https://www.udemy.com/angularjs-tutorial/,Beginner Level,Web / FrontEnd,Angular,-
335280,How to Safely Copy and Move Your WordPress Website,https://www.udemy.com/how-to-safely-copy-and-move-your-wordpress-website/,Beginner Level,Web / FrontEnd,WordPress,-
344224,Java Spring Security,https://www.udemy.com/how-to-use-spring-security-to-secure-your-java-applications/,Beginner Level,Backend,Spring,-
351310,Learn to Program with Java for Complete Beginners - Part 1,https://www.udemy.comhttps://www.udemy.com/course/learn-to-program-with-java-1/,Beginner Level,Mobile,-,Java
351374,Learn to Program with Java for Complete Beginners - Part 2,https://www.udemy.comhttps://www.udemy.com/course/learn-to-program-with-java-2/,Beginner Level,Mobile,-,Java
357726,Spring Framework 4 And Dependency Injection For Beginners,https://www.udemy.com/spring-framework-video-tutorial/,Beginner Level,Backend,Spring,-
359550,Master Object Oriented Design in Java - Homework + Solutions,https://www.udemy.comhttps://www.udemy.com/course/mastering-object-oriented-design-in-java/,Intermediate Level,Mobile,-,Java
361620,Wordpress Tutorial   ,https://www.udemy.com/responsive-design/,Beginner Level,Web / FrontEnd,WordPress,-
365426,Build A Professional Wordpress Website In An Hour,https://www.udemy.com/build-a-professional-wordpress-website-in-an-hour/,Beginner Level,Web / FrontEnd,WordPress,-
365816,Build Professional WordPress Website,https://www.udemy.com/wordpress-no-coding/,Beginner Level,Web / FrontEnd,WordPress,-
368340,Professional Python Web Development Using Flask,https://www.udemy.com/python-flask-course/,Beginner Level,Data Science,Python,-
368908,JavaScript from Scratch for Very Beginners,https://www.udemy.com/javascript-basics-for-begginers/,Beginner Level,Web / FrontEnd,-,javascript
384318,WordPress for Beginners - Build Your First Website in 2017,https://www.udemy.com/from-novice-to-ninja-the-complete-wordpress-training-course/,Beginner Level,Web / FrontEnd,WordPress,-
388286,CoffeeScript: The Good Parts—Write Better javaScript,https://www.udemy.com/coffeescript/,Expert Level,Web / FrontEnd,-,javascript
389522,Java 8 - Beyond the Basics,https://www.udemy.comhttps://www.udemy.com/course/java-8-beyond-the-basics/,Intermediate Level,Mobile,-,Java
389632,A Practical Intro to Java Using Games,https://www.udemy.comhttps://www.udemy.com/course/a-practical-intro-to-java-using-games/,Beginner Level,Mobile,-,Java
399228,"Learn to code, Become a Web Developer and Master JavaScript!",https://www.udemy.com/master-javascript-today/,Beginner Level,Web / FrontEnd,-,javascript
399640,Intro To HTML & CSS: Web Development For Beginners,https://www.udemy.com/intro-to-html-and-css-basics/,Beginner Level,Web / FrontEnd,-,HTML
400280,WordPress : An Overview,https://www.udemy.com/what-is-wordpress/,Beginner Level,Web / FrontEnd,WordPress,-
405282,PHP for Beginners -Become a PHP Master - Project Included,https://www.udemy.com/php-for-complete-beginners-includes-msql-object-oriented/,Beginner Level,Backend,PHP,-
405818,Javascript for Beginners Learn by Doing Practical Exercises,https://www.udemy.com/javascript-for-beginners-introduction-learn-fast-easy/,Beginner Level,Web / FrontEnd,-,javascript
407796,Redirect Your Visitors By Country Easily -Wordpress Tutorial,https://www.udemy.com/redirect-your-visitors-by-country-easily-wordpress-tutorial/,Expert Level,Web / FrontEnd,WordPress,-
412952,AngularJS For ASP.NET MVC Developers,https://www.udemy.com/angularjs-for-aspnet-mvc-developers/,Beginner Level,Web / FrontEnd,Angular,-
416738,Create a Client Network by Hosting WordPress Sites,https://www.udemy.com/create-a-client-network-by-hosting-wordpress-sites/,Beginner Level,Web / FrontEnd,WordPress,-
419318,AngularJS Masterclass - Deep Dive & Understand AngularJS,https://www.udemy.com/angularjs-masterclass/,Beginner Level,Web / FrontEnd,Angular,-
421018,Learning Object-Oriented JavaScript,https://www.udemy.com/learning-object-oriented-javascript/,Beginner Level,Web / FrontEnd,-,javascript
421806,Java Programming – the Master Course,https://www.udemy.comhttps://www.udemy.com/course/java-programming-the-master-course/,Beginner Level,Mobile,-,Java
425084,Administering Microsoft SQL Server 2012 Databases - 70-462,https://www.udemy.com/administering-microsoft-sql-server-2012-databases-70-462/,Beginner Level,Data Analysis,SQL,-
426196,JavaScript from Beginner to Expert,https://www.udemy.com/javascript-from-beginner-to-expert-bring-life-to-your-site/,Beginner Level,Web / FrontEnd,-,javascript
432700,Advanced Data Structures and Algorithms in Java ( DSA ),https://www.udemy.comhttps://www.udemy.com/course/data-structures-and-algorithms-in-java-2/,Expert Level,Mobile,-,Java
433280,Algorithms Data Structures in Java #1 (+INTERVIEW QUESTIONS),https://www.udemy.comhttps://www.udemy.com/course/algorithms-and-data-structures/,Intermediate Level,Mobile,-,Java
436496,SAP Crystal Reports with ASP.Net (Step by step),https://www.udemy.com/sap-crystalreports-for-beginners/,Expert Level,Backend,.NET,C#
441606,Step By Step Java Programming Complete Course,https://www.udemy.comhttps://www.udemy.com/course/step-by-step-java-programming-complete-course/,Beginner Level,Mobile,-,Java
443746,The WpFASTER WordPress Speed Optimization Master Course,https://www.udemy.com/make-your-wordpress-sites-fastest-in-world/,Beginner Level,Web / FrontEnd,WordPress,-
445534,Learn AngularJS Step By Step,https://www.udemy.com/maruti-angularjs/,Beginner Level,Web / FrontEnd,Angular,-
452684,jQuery for Beginners - Create Website Animations Easily,https://www.udemy.com/jquery-for-beginners-fundamentals-training-tutorial-course/,Beginner Level,Web / FrontEnd,jQuery,-
461176,Build an Advanced Single Page with Bootstrap & WordPress,https://www.udemy.com/single-page-design-with-bootstrap-css-html5-js-parallax/,Expert Level,Web / FrontEnd,Bootstrap,-
470412,"Essential HTML, CSS & HTML5 Training",https://www.udemy.com/essential-html-css-html5-training/,Expert Level,Web / FrontEnd,-,CSS
472526,PHP for Beginners,https://www.udemy.com/learn-php-via-examples-and-mini-tasks/,Beginner Level,Backend,PHP,-
473548,PHP OOP: Object Oriented Programming for beginners + Project,https://www.udemy.com/oop-php-object-oriented-programing-with-project-1-course/,Beginner Level,Backend,PHP,-
477702,Python for Beginners: Python Programming Language | Tutorial,https://www.udemy.com/python-course/,Beginner Level,Data Science,Python,-
482404,CSS3 for beginners,https://www.udemy.com/css-learn-css-from-scratch/,Beginner Level,Web / FrontEnd,-,CSS
482834,HTML5 for beginners,https://www.udemy.com/html-complete-html-course-for-beginners/,Beginner Level,Web / FrontEnd,-,HTML
492818,Professional WordPress Theme Development For 2017,https://www.udemy.com/advanced-wordpress-theme-development-next-level-of-theming/,Beginner Level,Web / FrontEnd,WordPress,-
493178,JAVA GUI Bootcamp 2021,https://www.udemy.comhttps://www.udemy.com/course/java-graphical-user-interface-gui-for-absolute-beginners/,Expert Level,Mobile,-,Java
494078,Expert Guide : Mastering Functions in JavaScript !,https://www.udemy.com/functions-in-javascript/,Beginner Level,Web / FrontEnd,-,javascript
494510,WordPress Plugin Tutorial,https://www.udemy.com/wordpress-plugin-tutorial/,Expert Level,Web / FrontEnd,WordPress,-
495484,JavaScript for beginners with live examples,https://www.udemy.com/javascript-from-basic-fundamentals-to-advanced/,Beginner Level,Web / FrontEnd,-,javascript
495678,JavaScript for beginners - A Complete Guide,https://www.udemy.com/javascript-a-complete-guide/,Beginner Level,Web / FrontEnd,-,javascript
498706,Efficient Java Multithreading and Concurrency with Executors,https://www.udemy.comhttps://www.udemy.com/course/efficient-java-multithreading-with-executors/,Expert Level,Mobile,-,Java
504316,Learn Jquery from Scratch 2-Hour Training ,https://www.udemy.com/jquery_complete/,Beginner Level,Web / FrontEnd,jQuery,-
505208,Programming Foundations: HTML5 + CSS3 for Entrepreneurs 2015,https://www.udemy.com/html-css-more/,Beginner Level,Web / FrontEnd,-,HTML
507992,Wordpress For Beginners: Create a Professional Website,https://www.udemy.com/learn-how-to-create-a-website-with-wordpress/,Beginner Level,Web / FrontEnd,WordPress,-
510784,WordPress 2016 for Beginners : Build awesome websites!,https://www.udemy.com/build-your-own-wordpress-website-in-less-than-90-minutes/,Beginner Level,Web / FrontEnd,WordPress,-
511934,AngularJS For Beginners,https://www.udemy.com/angularjs-for-beginners-udemy/,Beginner Level,Web / FrontEnd,Angular,-
512000,WordPress Theme Academy with Bootstrap,https://www.udemy.com/bootstrap-to-wordpress-build-custom-responsive-themes/,Beginner Level,Web / FrontEnd,Bootstrap,-
512546,Ultimate Java Development and Certification Guide,https://www.udemy.comhttps://www.udemy.com/course/ultimate-java-development-and-certification-guide/,Beginner Level,Mobile,-,Java
513958,Complete JavaScript Course for Beginners with Easy Examples,https://www.udemy.com/javascript-for-dummies-and-newbies/,Beginner Level,Web / FrontEnd,-,javascript
515188,HTML Learning the Basics Intro to HTML website coding,https://www.udemy.com/html-learning-the-basics-intro-to-html-website-coding/,Beginner Level,Web / FrontEnd,-,HTML
516062,JavaScript Intro to learning JavaScript web programming,https://www.udemy.com/javascript-intro-to-learning-javascript/,Beginner Level,Web / FrontEnd,-,javascript
520870,WordPress Theme Customization 101 (for beginners),https://www.udemy.com/wordpress-theme-customization-101-for-beginners/,Beginner Level,Web / FrontEnd,WordPress,-
523312,Python Web Programming,https://www.udemy.com/python-web-programming/,Beginner Level,Data Science,Python,-
527952,PHP for Beginners: How to Build an E-Commerce Store,https://www.udemy.com/php-for-beginners-how-to-build-an-ecommerce-store/,Beginner Level,Backend,PHP,-
529444,Java from Beginner to Expert,https://www.udemy.comhttps://www.udemy.com/course/java-from-beginner-to-expert/,Beginner Level,Mobile,-,Java
530092,Mastering CSS,https://www.udemy.com/mastering-css/,Beginner Level,Web / FrontEnd,-,CSS
531290,"Essential JavaScript, jQuery and AngularJS Training",https://www.udemy.com/essential-javascript-jquery-angularjs-training/,Beginner Level,Web / FrontEnd,-,javascript
533416,Build Powerful Websites & Blogs using WordPress - No Coding,https://www.udemy.com/powerful-websites-blogs-using-wordpress-no-coding/,Expert Level,Web / FrontEnd,WordPress,-
533682,Java Programming Masterclass updated to Java 17,https://www.udemy.comhttps://www.udemy.com/course/java-the-complete-java-developer-course/,Beginner Level,Mobile,-,Java
537008,Be a Bootstrap Developer from scratch,https://www.udemy.com/be-a-bootstrap-developer-from-scratch/,Beginner Level,Web / FrontEnd,Bootstrap,-
542254,Web Programming Course : Asp.Net MVC,https://www.udemy.com/mvc-course/,Beginner Level,Backend,.NET,C#
543346,ReactJS Course: Learn JavaScript Library Used by Facebook&IG,https://www.udemy.com/react-js/,Beginner Level,Web / FrontEnd,React,-
551962,Learn HTML in 59 Minutes - Your intro to front-end dev,https://www.udemy.com/learn-html-in-59-minutes/,Beginner Level,Web / FrontEnd,-,HTML
552258,Professional WordPress Theme Development from Scratch,https://www.udemy.com/photoshop-psd-to-wordpress-theme-development-from-scratch/,Beginner Level,Web / FrontEnd,WordPress,-
553582,Learn JavaScript from scratch,https://www.udemy.com/learn-javascript-from-scratch/,Beginner Level,Web / FrontEnd,-,javascript
554136,Building Responsive Websites with Bootstrap 3 Framework,https://www.udemy.com/building-responsive-websites-with-bootstrap-3-framework/,Beginner Level,Web / FrontEnd,Bootstrap,-
556248,The Complete HTML & CSS Course - From Novice To Professional,https://www.udemy.com/htmlwebsite/,Beginner Level,Web / FrontEnd,-,HTML
559512,The Complete HTML5 & CSS3 Course Build Professional Websites,https://www.udemy.com/html5css3/,Beginner Level,Web / FrontEnd,-,HTML
563668,Learn how to create a WordPress theme using Pinegrow,https://www.udemy.com/learn-how-to-create-a-wordpress-theme-using-pinegrow/,Beginner Level,Web / FrontEnd,WordPress,-
563880,Single Page Application of MVC 5 Using AngularJS,https://www.udemy.com/maruti-spa-angularjs/,Beginner Level,Web / FrontEnd,Angular,-
564546,Learn PHP from Scratch,https://www.udemy.com/learn-php-from-scratch-in-1-3-hr/,Beginner Level,Backend,PHP,-
565384,Introduction to Modern Programming with PHP,https://www.udemy.com/introduction-to-modern-programming-with-php/,Beginner Level,Backend,PHP,-
566248,jQuery Fundamentals Powerful Bootcamp for beginners,https://www.udemy.com/jquery-fundamentals-bootcamp-learn-how-to-use-jquery/,Beginner Level,Web / FrontEnd,jQuery,-
566920,WordPress for Beginners - Tutorial - From Novice to Know-How,https://www.udemy.com/wordpress-for-beginners-tutorial-from-novice-to-know-how/,Beginner Level,Web / FrontEnd,WordPress,-
568524,WordPress Plugins Treasure Chest,https://www.udemy.com/best-wordpress-plugins-treasure-chest/,Beginner Level,Web / FrontEnd,WordPress,-
572268,AngularJS For .Net Developers From Scratch,https://www.udemy.com/angularjs-for-dotnet-developers-from-scratch/,Beginner Level,Web / FrontEnd,Angular,-
572270,Angularjs-WebApi2-EFCodeFirst Web App On 3-Tier Architecture,https://www.udemy.com/angularjs-webapi2-efcodefirst-web-app-on-3-tier-architecture/,Beginner Level,Web / FrontEnd,Angular,-
573716,Learn PHP Programming for Absolute Beginners,https://www.udemy.com/learn-php-programming-for-absolute-beginners/,Beginner Level,Backend,PHP,-
576054,"WordPress Development - Themes, Plugins & Single Page Apps",https://www.udemy.com/wordpress-development-create-wordpress-themes-and-plugins/,Beginner Level,Web / FrontEnd,WordPress,-
576108,Introduction to PHP Slim Microframework,https://www.udemy.com/introduction-to-php-slim-microframework/,Beginner Level,Backend,PHP,-
576722,Simple And Easy: Wordpress For Beginners,https://www.udemy.com/simple-and-easy-wordpress-101/,Beginner Level,Web / FrontEnd,WordPress,-
577796,"Simple Javascript: Learn by Doing, Beginners Welcome!",https://www.udemy.com/simple-javascript-learn-by-doing/,Beginner Level,Web / FrontEnd,-,javascript
579182,Wordpress Essentials: Useful Plugins,https://www.udemy.com/wordpress-essentials-useful-plugins/,Beginner Level,Web / FrontEnd,WordPress,-
579338,Learn Object Oriented Programming PHP fundamentals bootcamp,https://www.udemy.com/learn-object-oriented-programming-php-fundamentals-bootcamp/,Beginner Level,Backend,PHP,-
580466,Complete PHP Course With Bootstrap3 CMS System & Admin Panel,https://www.udemy.com/complete-php-course/,Beginner Level,Backend,PHP,-
582392,JavaScript Basics Web Development Building Blocks,https://www.udemy.com/javascript-basics-web-development-building-blocks/,Beginner Level,Web / FrontEnd,-,javascript
584758,Bootstrap 3 Beginners: Create a Professional Landing Page,https://www.udemy.com/bootstrap-beginners-landing-page/,Beginner Level,Web / FrontEnd,Bootstrap,-
584786,JavaScript HTML CSS Project make a Quiz Tutorial,https://www.udemy.com/javascript-html-css-project-make-a-quiz-tutorial/,Beginner Level,Web / FrontEnd,-,javascript
587902,Core HTML How to get online quickly HTML to HTML5 ,https://www.udemy.com/web-development-introduction-html-html5-course/,Expert Level,Web / FrontEnd,-,HTML
590406,Learn ReactJS: Code Like A Facebook Developer,https://www.udemy.com/learn-react-js/,Beginner Level,Web / FrontEnd,React,-
593128,Install WordPress on Computer using XAMPP,https://www.udemy.com/wordpress-xampp/,Beginner Level,Web / FrontEnd,WordPress,-
